Team,Date,Home_Away,Opp,W/L,W-L,Date_Clean
NYY,"Tuesday, May 1",@,HOU,W,19-10,May 1 2018
NYY,"Wednesday, May 2",@,HOU,W,20-10,May 2 2018
NYY,"Thursday, May 3",@,HOU,W,21-10,May 3 2018
NYY,"Friday, May 4",Home,CLE,W-wo,22-10,May 4 2018
NYY,"Saturday, May 5",Home,CLE,W,23-10,May 5 2018
NYY,"Sunday, May 6",Home,CLE,W-wo,24-10,May 6 2018
NYY,"Tuesday, May 8",Home,BOS,W,25-10,May 8 2018
NYY,"Wednesday, May 9",Home,BOS,W,26-10,May 9 2018
NYY,"Thursday, May 10",Home,BOS,L,26-11,May 10 2018
NYY,"Friday, May 11",Home,OAK,L,26-12,May 11 2018
NYY,"Saturday, May 12",Home,OAK,W-wo,27-12,May 12 2018
NYY,"Sunday, May 13",Home,OAK,W,28-12,May 13 2018
NYY,"Tuesday, May 15",@,WSN,L,28-13,May 15 2018
NYY,"Friday, May 18",@,KCR,L,28-14,May 18 2018
NYY,"Saturday, May 19",@,KCR,W,29-14,May 19 2018
NYY,"Sunday, May 20",@,KCR,W,30-14,May 20 2018
NYY,"Monday, May 21",@,TEX,W,31-14,May 21 2018
NYY,"Tuesday, May 22",@,TEX,L,31-15,May 22 2018
NYY,"Wednesday, May 23",@,TEX,L,31-16,May 23 2018
NYY,"Friday, May 25",Home,LAA,W,32-16,May 25 2018
NYY,"Saturday, May 26",Home,LAA,L,32-17,May 26 2018
NYY,"Sunday, May 27",Home,LAA,W,33-17,May 27 2018
NYY,"Monday, May 28",Home,HOU,L,33-18,May 28 2018
NYY,"Tuesday, May 29",Home,HOU,W-wo,34-18,May 29 2018
NYY,"Wednesday, May 30",Home,HOU,W,35-18,May 30 2018
NYY,"Friday, Jun 1",@,BAL,W,36-18,Jun 1 2018
NYY,"Saturday, Jun 2",@,BAL,W,37-18,Jun 2 2018
NYY,"Monday, Jun 4 (1)",@,DET,W,38-18,Jun 4  2018
NYY,"Monday, Jun 4 (2)",@,DET,L,38-19,Jun 4  2018
NYY,"Tuesday, Jun 5",@,TOR,W,39-19,Jun 5 2018
NYY,"Wednesday, Jun 6",@,TOR,W,40-19,Jun 6 2018
NYY,"Friday, Jun 8",@,NYM,W,41-19,Jun 8 2018
NYY,"Saturday, Jun 9",@,NYM,W,42-19,Jun 9 2018
NYY,"Sunday, Jun 10",@,NYM,L,42-20,Jun 10 2018
NYY,"Tuesday, Jun 12",Home,WSN,W,43-20,Jun 12 2018
NYY,"Wednesday, Jun 13",Home,WSN,L,43-21,Jun 13 2018
NYY,"Thursday, Jun 14",Home,TBR,W,44-21,Jun 14 2018
NYY,"Friday, Jun 15",Home,TBR,W,45-21,Jun 15 2018
NYY,"Saturday, Jun 16",Home,TBR,W,46-21,Jun 16 2018
NYY,"Sunday, Jun 17",Home,TBR,L,46-22,Jun 17 2018
NYY,"Monday, Jun 18",@,WSN,W,47-22,Jun 18 2018
NYY,"Tuesday, Jun 19",Home,SEA,W,48-22,Jun 19 2018
NYY,"Wednesday, Jun 20",Home,SEA,W-wo,49-22,Jun 20 2018
NYY,"Thursday, Jun 21",Home,SEA,W,50-22,Jun 21 2018
NYY,"Friday, Jun 22",@,TBR,L,50-23,Jun 22 2018
NYY,"Saturday, Jun 23",@,TBR,L,50-24,Jun 23 2018
NYY,"Sunday, Jun 24",@,TBR,L-wo,50-25,Jun 24 2018
NYY,"Monday, Jun 25",@,PHI,W,51-25,Jun 25 2018
NYY,"Tuesday, Jun 26",@,PHI,W,52-25,Jun 26 2018
NYY,"Wednesday, Jun 27",@,PHI,L,52-26,Jun 27 2018
NYY,"Friday, Jun 29",Home,BOS,W,53-26,Jun 29 2018
NYY,"Saturday, Jun 30",Home,BOS,L,53-27,Jun 30 2018
NYY,"Sunday, Jul 1",Home,BOS,W,54-27,Jul 1 2018
NYY,"Monday, Jul 2",Home,ATL,L,54-28,Jul 2 2018
NYY,"Tuesday, Jul 3",Home,ATL,W,55-28,Jul 3 2018
NYY,"Wednesday, Jul 4",Home,ATL,W,56-28,Jul 4 2018
NYY,"Friday, Jul 6",@,TOR,L,56-29,Jul 6 2018
NYY,"Saturday, Jul 7",@,TOR,W,57-29,Jul 7 2018
NYY,"Sunday, Jul 8",@,TOR,W,58-29,Jul 8 2018
NYY,"Monday, Jul 9 (1)",@,BAL,L,58-30,Jul 9  2018
NYY,"Monday, Jul 9 (2)",@,BAL,W,59-30,Jul 9  2018
NYY,"Tuesday, Jul 10",@,BAL,L-wo,59-31,Jul 10 2018
NYY,"Wednesday, Jul 11",@,BAL,W,60-31,Jul 11 2018
NYY,"Thursday, Jul 12",@,CLE,W,61-31,Jul 12 2018
NYY,"Friday, Jul 13",@,CLE,L,61-32,Jul 13 2018
NYY,"Saturday, Jul 14",@,CLE,W,62-32,Jul 14 2018
NYY,"Sunday, Jul 15",@,CLE,L,62-33,Jul 15 2018
NYY,"Friday, Jul 20",Home,NYM,L,62-34,Jul 20 2018
NYY,"Saturday, Jul 21",Home,NYM,W,63-34,Jul 21 2018
NYY,"Monday, Jul 23",@,TBR,L,63-35,Jul 23 2018
NYY,"Tuesday, Jul 24",@,TBR,W,64-35,Jul 24 2018
NYY,"Wednesday, Jul 25",@,TBR,L,64-36,Jul 25 2018
NYY,"Thursday, Jul 26",Home,KCR,W,65-36,Jul 26 2018
NYY,"Saturday, Jul 28 (1)",Home,KCR,L,65-37,Jul 28  2018
NYY,"Saturday, Jul 28 (2)",Home,KCR,W,66-37,Jul 28  2018
NYY,"Sunday, Jul 29",Home,KCR,W,67-37,Jul 29 2018
NYY,"Tuesday, Jul 31",Home,BAL,W,68-37,Jul 31 2018
NYY,"Wednesday, Aug 1",Home,BAL,L,68-38,Aug 1 2018
NYY,"Thursday, Aug 2",@,BOS,L,68-39,Aug 2 2018
NYY,"Friday, Aug 3",@,BOS,L,68-40,Aug 3 2018
NYY,"Saturday, Aug 4",@,BOS,L,68-41,Aug 4 2018
NYY,"Sunday, Aug 5",@,BOS,L-wo,68-42,Aug 5 2018
NYY,"Monday, Aug 6",@,CHW,W,69-42,Aug 6 2018
NYY,"Tuesday, Aug 7",@,CHW,W,70-42,Aug 7 2018
NYY,"Wednesday, Aug 8",@,CHW,W,71-42,Aug 8 2018
NYY,"Thursday, Aug 9",Home,TEX,W,72-42,Aug 9 2018
NYY,"Friday, Aug 10",Home,TEX,L,72-43,Aug 10 2018
NYY,"Saturday, Aug 11",Home,TEX,W,73-43,Aug 11 2018
NYY,"Sunday, Aug 12",Home,TEX,W,74-43,Aug 12 2018
NYY,"Monday, Aug 13",Home,NYM,L,74-44,Aug 13 2018
NYY,"Tuesday, Aug 14",Home,TBR,W,75-44,Aug 14 2018
NYY,"Wednesday, Aug 15",Home,TBR,L,75-45,Aug 15 2018
NYY,"Thursday, Aug 16",Home,TBR,L,75-46,Aug 16 2018
NYY,"Friday, Aug 17",Home,TOR,W,76-46,Aug 17 2018
NYY,"Saturday, Aug 18",Home,TOR,W,77-46,Aug 18 2018
NYY,"Sunday, Aug 19",Home,TOR,W,78-46,Aug 19 2018
NYY,"Tuesday, Aug 21",@,MIA,W,79-46,Aug 21 2018
NYY,"Wednesday, Aug 22",@,MIA,L,79-47,Aug 22 2018
NYY,"Friday, Aug 24",@,BAL,W,80-47,Aug 24 2018
NYY,"Saturday, Aug 25 (1)",@,BAL,W,81-47,Aug 25  2018
NYY,"Saturday, Aug 25 (2)",@,BAL,W,82-47,Aug 25  2018
NYY,"Sunday, Aug 26",@,BAL,W,83-47,Aug 26 2018
NYY,"Monday, Aug 27",Home,CHW,L,83-48,Aug 27 2018
NYY,"Tuesday, Aug 28",Home,CHW,W-wo,84-48,Aug 28 2018
NYY,"Wednesday, Aug 29",Home,CHW,L,84-49,Aug 29 2018
NYY,"Thursday, Aug 30",Home,DET,L,84-50,Aug 30 2018
NYY,"Friday, Aug 31",Home,DET,W,85-50,Aug 31 2018
NYY,"Saturday, Sep 1",Home,DET,W,86-50,Sep 1 2018
NYY,"Sunday, Sep 2",Home,DET,L,86-51,Sep 2 2018
NYY,"Monday, Sep 3",@,OAK,L,86-52,Sep 3 2018
NYY,"Tuesday, Sep 4",@,OAK,W,87-52,Sep 4 2018
NYY,"Wednesday, Sep 5",@,OAK,L,87-53,Sep 5 2018
NYY,"Friday, Sep 7",@,SEA,W,88-53,Sep 7 2018
NYY,"Saturday, Sep 8",@,SEA,W,89-53,Sep 8 2018
NYY,"Sunday, Sep 9",@,SEA,L,89-54,Sep 9 2018
NYY,"Monday, Sep 10",@,MIN,W,90-54,Sep 10 2018
NYY,"Tuesday, Sep 11",@,MIN,L,90-55,Sep 11 2018
NYY,"Wednesday, Sep 12",@,MIN,L,90-56,Sep 12 2018
NYY,"Friday, Sep 14",Home,TOR,W,91-56,Sep 14 2018
NYY,"Saturday, Sep 15",Home,TOR,L,91-57,Sep 15 2018
NYY,"Sunday, Sep 16",Home,TOR,L,91-58,Sep 16 2018
NYY,"Tuesday, Sep 18",Home,BOS,W,92-58,Sep 18 2018
NYY,"Wednesday, Sep 19",Home,BOS,W,93-58,Sep 19 2018
NYY,"Thursday, Sep 20",Home,BOS,L,93-59,Sep 20 2018
NYY,"Friday, Sep 21",Home,BAL,W,94-59,Sep 21 2018
NYY,"Saturday, Sep 22",Home,BAL,W-wo,95-59,Sep 22 2018
NYY,"Sunday, Sep 23",Home,BAL,L,95-60,Sep 23 2018
NYY,"Monday, Sep 24",@,TBR,W,96-60,Sep 24 2018
NYY,"Tuesday, Sep 25",@,TBR,W,97-60,Sep 25 2018
NYY,"Wednesday, Sep 26",@,TBR,L,97-61,Sep 26 2018
NYY,"Thursday, Sep 27",@,TBR,W,98-61,Sep 27 2018
NYY,"Friday, Sep 28",@,BOS,W,99-61,Sep 28 2018
NYY,"Saturday, Sep 29",@,BOS,W,100-61,Sep 29 2018
OAK,"Thursday, Mar 29",Home,LAA,W-wo,1-0,Mar 29 2018
OAK,"Friday, Mar 30",Home,LAA,L,1-1,Mar 30 2018
OAK,"Saturday, Mar 31",Home,LAA,L,1-2,Mar 31 2018
OAK,"Sunday, Apr 1",Home,LAA,L,1-3,Apr 1 2018
OAK,"Monday, Apr 2",Home,TEX,W,2-3,Apr 2 2018
OAK,"Tuesday, Apr 3",Home,TEX,L,2-4,Apr 3 2018
OAK,"Wednesday, Apr 4",Home,TEX,W,3-4,Apr 4 2018
OAK,"Thursday, Apr 5",Home,TEX,L,3-5,Apr 5 2018
OAK,"Friday, Apr 6",@,LAA,L,3-6,Apr 6 2018
OAK,"Saturday, Apr 7",@,LAA,W,4-6,Apr 7 2018
OAK,"Sunday, Apr 8",@,LAA,L,4-7,Apr 8 2018
OAK,"Tuesday, Apr 10",@,LAD,L,4-8,Apr 10 2018
OAK,"Wednesday, Apr 11",@,LAD,W,5-8,Apr 11 2018
OAK,"Friday, Apr 13",@,SEA,L,5-9,Apr 13 2018
OAK,"Saturday, Apr 14",@,SEA,L,5-10,Apr 14 2018
OAK,"Sunday, Apr 15",@,SEA,W,6-10,Apr 15 2018
OAK,"Monday, Apr 16",Home,CHW,W,7-10,Apr 16 2018
OAK,"Tuesday, Apr 17",Home,CHW,W,8-10,Apr 17 2018
OAK,"Wednesday, Apr 18",Home,CHW,W-wo,9-10,Apr 18 2018
OAK,"Friday, Apr 20",Home,BOS,L,9-11,Apr 20 2018
OAK,"Saturday, Apr 21",Home,BOS,W,10-11,Apr 21 2018
OAK,"Sunday, Apr 22",Home,BOS,W,11-11,Apr 22 2018
OAK,"Monday, Apr 23",@,TEX,W,12-11,Apr 23 2018
OAK,"Tuesday, Apr 24",@,TEX,W,13-11,Apr 24 2018
OAK,"Wednesday, Apr 25",@,TEX,L,13-12,Apr 25 2018
OAK,"Friday, Apr 27",@,HOU,W,14-12,Apr 27 2018
OAK,"Saturday, Apr 28",@,HOU,L,14-13,Apr 28 2018
OAK,"Sunday, Apr 29",@,HOU,L,14-14,Apr 29 2018
OAK,"Tuesday, May 1",@,SEA,L,14-15,May 1 2018
OAK,"Wednesday, May 2",@,SEA,W,15-15,May 2 2018
OAK,"Thursday, May 3",@,SEA,L,15-16,May 3 2018
OAK,"Friday, May 4",Home,BAL,W,16-16,May 4 2018
OAK,"Saturday, May 5",Home,BAL,W-wo,17-16,May 5 2018
OAK,"Sunday, May 6",Home,BAL,W,18-16,May 6 2018
OAK,"Monday, May 7",Home,HOU,L,18-17,May 7 2018
OAK,"Tuesday, May 8",Home,HOU,L,18-18,May 8 2018
OAK,"Wednesday, May 9",Home,HOU,L,18-19,May 9 2018
OAK,"Friday, May 11",@,NYY,W,19-19,May 11 2018
OAK,"Saturday, May 12",@,NYY,L-wo,19-20,May 12 2018
OAK,"Sunday, May 13",@,NYY,L,19-21,May 13 2018
OAK,"Monday, May 14",@,BOS,W,20-21,May 14 2018
OAK,"Tuesday, May 15",@,BOS,W,21-21,May 15 2018
OAK,"Wednesday, May 16",@,BOS,L,21-22,May 16 2018
OAK,"Thursday, May 17",@,TOR,W,22-22,May 17 2018
OAK,"Friday, May 18",@,TOR,W,23-22,May 18 2018
OAK,"Saturday, May 19",@,TOR,W,24-22,May 19 2018
OAK,"Sunday, May 20",@,TOR,W,25-22,May 20 2018
OAK,"Tuesday, May 22",Home,SEA,L,25-23,May 22 2018
OAK,"Wednesday, May 23",Home,SEA,L,25-24,May 23 2018
OAK,"Thursday, May 24",Home,SEA,W,26-24,May 24 2018
OAK,"Friday, May 25",Home,ARI,L,26-25,May 25 2018
OAK,"Saturday, May 26",Home,ARI,W,27-25,May 26 2018
OAK,"Sunday, May 27",Home,ARI,W,28-25,May 27 2018
OAK,"Monday, May 28",Home,TBR,L,28-26,May 28 2018
OAK,"Tuesday, May 29",Home,TBR,L,28-27,May 29 2018
OAK,"Wednesday, May 30",Home,TBR,L,28-28,May 30 2018
OAK,"Thursday, May 31",Home,TBR,W,29-28,May 31 2018
OAK,"Friday, Jun 1",@,KCR,W,30-28,Jun 1 2018
OAK,"Saturday, Jun 2",@,KCR,L,30-29,Jun 2 2018
OAK,"Sunday, Jun 3",@,KCR,W,31-29,Jun 3 2018
OAK,"Tuesday, Jun 5",@,TEX,L,31-30,Jun 5 2018
OAK,"Wednesday, Jun 6",@,TEX,L,31-31,Jun 6 2018
OAK,"Thursday, Jun 7",Home,KCR,W,32-31,Jun 7 2018
OAK,"Friday, Jun 8",Home,KCR,W,33-31,Jun 8 2018
OAK,"Saturday, Jun 9",Home,KCR,L,33-32,Jun 9 2018
OAK,"Sunday, Jun 10",Home,KCR,W,34-32,Jun 10 2018
OAK,"Tuesday, Jun 12",Home,HOU,L,34-33,Jun 12 2018
OAK,"Wednesday, Jun 13",Home,HOU,L,34-34,Jun 13 2018
OAK,"Thursday, Jun 14",Home,HOU,L,34-35,Jun 14 2018
OAK,"Friday, Jun 15",Home,LAA,L,34-36,Jun 15 2018
OAK,"Saturday, Jun 16",Home,LAA,W,35-36,Jun 16 2018
OAK,"Sunday, Jun 17",Home,LAA,W-wo,36-36,Jun 17 2018
OAK,"Tuesday, Jun 19",@,SDP,W,37-36,Jun 19 2018
OAK,"Wednesday, Jun 20",@,SDP,W,38-36,Jun 20 2018
OAK,"Friday, Jun 22 (1)",@,CHW,W,39-36,Jun 22  2018
OAK,"Friday, Jun 22 (2)",@,CHW,L,39-37,Jun 22  2018
OAK,"Saturday, Jun 23",@,CHW,W,40-37,Jun 23 2018
OAK,"Sunday, Jun 24",@,CHW,L,40-38,Jun 24 2018
OAK,"Monday, Jun 25",@,DET,W,41-38,Jun 25 2018
OAK,"Tuesday, Jun 26",@,DET,W,42-38,Jun 26 2018
OAK,"Wednesday, Jun 27",@,DET,W,43-38,Jun 27 2018
OAK,"Thursday, Jun 28",@,DET,W,44-38,Jun 28 2018
OAK,"Friday, Jun 29",Home,CLE,W,45-38,Jun 29 2018
OAK,"Saturday, Jun 30",Home,CLE,W,46-38,Jun 30 2018
OAK,"Sunday, Jul 1",Home,CLE,L,46-39,Jul 1 2018
OAK,"Tuesday, Jul 3",Home,SDP,W,47-39,Jul 3 2018
OAK,"Wednesday, Jul 4",Home,SDP,W,48-39,Jul 4 2018
OAK,"Friday, Jul 6",@,CLE,L,48-40,Jul 6 2018
OAK,"Saturday, Jul 7",@,CLE,W,49-40,Jul 7 2018
OAK,"Sunday, Jul 8",@,CLE,W,50-40,Jul 8 2018
OAK,"Monday, Jul 9",@,HOU,W,51-40,Jul 9 2018
OAK,"Tuesday, Jul 10",@,HOU,L-wo,51-41,Jul 10 2018
OAK,"Wednesday, Jul 11",@,HOU,W,52-41,Jul 11 2018
OAK,"Thursday, Jul 12",@,HOU,W,53-41,Jul 12 2018
OAK,"Friday, Jul 13",@,SFG,L,53-42,Jul 13 2018
OAK,"Saturday, Jul 14",@,SFG,W,54-42,Jul 14 2018
OAK,"Sunday, Jul 15",@,SFG,W,55-42,Jul 15 2018
OAK,"Friday, Jul 20",Home,SFG,L,55-43,Jul 20 2018
OAK,"Saturday, Jul 21",Home,SFG,W-wo,56-43,Jul 21 2018
OAK,"Sunday, Jul 22",Home,SFG,W-wo,57-43,Jul 22 2018
OAK,"Monday, Jul 23",@,TEX,W,58-43,Jul 23 2018
OAK,"Tuesday, Jul 24",@,TEX,W,59-43,Jul 24 2018
OAK,"Wednesday, Jul 25",@,TEX,W,60-43,Jul 25 2018
OAK,"Thursday, Jul 26",@,TEX,W,61-43,Jul 26 2018
OAK,"Friday, Jul 27",@,COL,L,61-44,Jul 27 2018
OAK,"Saturday, Jul 28",@,COL,L,61-45,Jul 28 2018
OAK,"Sunday, Jul 29",@,COL,L,61-46,Jul 29 2018
OAK,"Monday, Jul 30",Home,TOR,W,62-46,Jul 30 2018
OAK,"Tuesday, Jul 31",Home,TOR,W,63-46,Jul 31 2018
OAK,"Wednesday, Aug 1",Home,TOR,W,64-46,Aug 1 2018
OAK,"Friday, Aug 3",Home,DET,W-wo,65-46,Aug 3 2018
OAK,"Saturday, Aug 4",Home,DET,W,66-46,Aug 4 2018
OAK,"Sunday, Aug 5",Home,DET,W,67-46,Aug 5 2018
OAK,"Tuesday, Aug 7",Home,LAD,L,67-47,Aug 7 2018
OAK,"Wednesday, Aug 8",Home,LAD,W,68-47,Aug 8 2018
OAK,"Friday, Aug 10",@,LAA,L,68-48,Aug 10 2018
OAK,"Saturday, Aug 11",@,LAA,W,69-48,Aug 11 2018
OAK,"Sunday, Aug 12",@,LAA,W,70-48,Aug 12 2018
OAK,"Monday, Aug 13",Home,SEA,W,71-48,Aug 13 2018
OAK,"Tuesday, Aug 14",Home,SEA,W,72-48,Aug 14 2018
OAK,"Wednesday, Aug 15",Home,SEA,L,72-49,Aug 15 2018
OAK,"Friday, Aug 17",Home,HOU,W-wo,73-49,Aug 17 2018
OAK,"Saturday, Aug 18",Home,HOU,W,74-49,Aug 18 2018
OAK,"Sunday, Aug 19",Home,HOU,L,74-50,Aug 19 2018
OAK,"Monday, Aug 20",Home,TEX,W,75-50,Aug 20 2018
OAK,"Tuesday, Aug 21",Home,TEX,W,76-50,Aug 21 2018
OAK,"Wednesday, Aug 22",Home,TEX,L,76-51,Aug 22 2018
OAK,"Thursday, Aug 23",@,MIN,L,76-52,Aug 23 2018
OAK,"Friday, Aug 24",@,MIN,W,77-52,Aug 24 2018
OAK,"Saturday, Aug 25",@,MIN,W,78-52,Aug 25 2018
OAK,"Sunday, Aug 26",@,MIN,W,79-52,Aug 26 2018
OAK,"Monday, Aug 27",@,HOU,L,79-53,Aug 27 2018
OAK,"Tuesday, Aug 28",@,HOU,W,80-53,Aug 28 2018
OAK,"Wednesday, Aug 29",@,HOU,L-wo,80-54,Aug 29 2018
OAK,"Thursday, Aug 30",Home,SEA,L,80-55,Aug 30 2018
OAK,"Friday, Aug 31",Home,SEA,W,81-55,Aug 31 2018
OAK,"Saturday, Sep 1",Home,SEA,L,81-56,Sep 1 2018
OAK,"Sunday, Sep 2",Home,SEA,W,82-56,Sep 2 2018
OAK,"Monday, Sep 3",Home,NYY,W,83-56,Sep 3 2018
OAK,"Tuesday, Sep 4",Home,NYY,L,83-57,Sep 4 2018
OAK,"Wednesday, Sep 5",Home,NYY,W,84-57,Sep 5 2018
OAK,"Friday, Sep 7",Home,TEX,W,85-57,Sep 7 2018
OAK,"Saturday, Sep 8",Home,TEX,W,86-57,Sep 8 2018
OAK,"Sunday, Sep 9",Home,TEX,W,87-57,Sep 9 2018
OAK,"Tuesday, Sep 11",@,BAL,W,88-57,Sep 11 2018
OAK,"Wednesday, Sep 12",@,BAL,W,89-57,Sep 12 2018
OAK,"Thursday, Sep 13",@,BAL,L,89-58,Sep 13 2018
OAK,"Friday, Sep 14",@,TBR,W,90-58,Sep 14 2018
OAK,"Saturday, Sep 15",@,TBR,L,90-59,Sep 15 2018
OAK,"Sunday, Sep 16",@,TBR,L,90-60,Sep 16 2018
OAK,"Tuesday, Sep 18",Home,LAA,L,90-61,Sep 18 2018
OAK,"Wednesday, Sep 19",Home,LAA,W,91-61,Sep 19 2018
OAK,"Thursday, Sep 20",Home,LAA,W,92-61,Sep 20 2018
OAK,"Friday, Sep 21",Home,MIN,W-wo,93-61,Sep 21 2018
OAK,"Saturday, Sep 22",Home,MIN,W-wo,94-61,Sep 22 2018
OAK,"Sunday, Sep 23",Home,MIN,L,94-62,Sep 23 2018
OAK,"Monday, Sep 24",@,SEA,W,95-62,Sep 24 2018
OAK,"Tuesday, Sep 25",@,SEA,L-wo,95-63,Sep 25 2018
OAK,"Wednesday, Sep 26",@,SEA,W,96-63,Sep 26 2018
OAK,"Friday, Sep 28",@,LAA,L,96-64,Sep 28 2018
OAK,"Saturday, Sep 29",@,LAA,W,97-64,Sep 29 2018
SEA,"Thursday, Mar 29",Home,CLE,W,1-0,Mar 29 2018
SEA,"Saturday, Mar 31",Home,CLE,L,1-1,Mar 31 2018
SEA,"Sunday, Apr 1",Home,CLE,W,2-1,Apr 1 2018
SEA,"Tuesday, Apr 3",@,SFG,W,3-1,Apr 3 2018
SEA,"Wednesday, Apr 4",@,SFG,L,3-2,Apr 4 2018
SEA,"Thursday, Apr 5",@,MIN,L,3-3,Apr 5 2018
SEA,"Saturday, Apr 7",@,MIN,W,4-3,Apr 7 2018
SEA,"Monday, Apr 9",@,KCR,L,4-4,Apr 9 2018
SEA,"Tuesday, Apr 10",@,KCR,W,5-4,Apr 10 2018
SEA,"Wednesday, Apr 11",@,KCR,W,6-4,Apr 11 2018
SEA,"Friday, Apr 13",Home,OAK,W,7-4,Apr 13 2018
SEA,"Saturday, Apr 14",Home,OAK,W,8-4,Apr 14 2018
SEA,"Sunday, Apr 15",Home,OAK,L,8-5,Apr 15 2018
SEA,"Monday, Apr 16",Home,HOU,W,9-5,Apr 16 2018
SEA,"Tuesday, Apr 17",Home,HOU,L,9-6,Apr 17 2018
SEA,"Wednesday, Apr 18",Home,HOU,L,9-7,Apr 18 2018
SEA,"Thursday, Apr 19",Home,HOU,L,9-8,Apr 19 2018
SEA,"Friday, Apr 20",@,TEX,W,10-8,Apr 20 2018
SEA,"Saturday, Apr 21",@,TEX,W,11-8,Apr 21 2018
SEA,"Sunday, Apr 22",@,TEX,L,11-9,Apr 22 2018
SEA,"Monday, Apr 23",@,CHW,L,11-10,Apr 23 2018
SEA,"Tuesday, Apr 24",@,CHW,W,12-10,Apr 24 2018
SEA,"Wednesday, Apr 25",@,CHW,W,13-10,Apr 25 2018
SEA,"Thursday, Apr 26",@,CLE,W,14-10,Apr 26 2018
SEA,"Friday, Apr 27",@,CLE,L,14-11,Apr 27 2018
SEA,"Saturday, Apr 28",@,CLE,W,15-11,Apr 28 2018
SEA,"Sunday, Apr 29",@,CLE,W,16-11,Apr 29 2018
SEA,"Tuesday, May 1",Home,OAK,W,17-11,May 1 2018
SEA,"Wednesday, May 2",Home,OAK,L,17-12,May 2 2018
SEA,"Thursday, May 3",Home,OAK,W,18-12,May 3 2018
SEA,"Friday, May 4",Home,LAA,L,18-13,May 4 2018
SEA,"Saturday, May 5",Home,LAA,W-wo,19-13,May 5 2018
SEA,"Sunday, May 6",Home,LAA,L,19-14,May 6 2018
SEA,"Tuesday, May 8",@,TOR,W,20-14,May 8 2018
SEA,"Wednesday, May 9",@,TOR,L,20-15,May 9 2018
SEA,"Thursday, May 10",@,TOR,W,21-15,May 10 2018
SEA,"Saturday, May 12 (1)",@,DET,L,21-16,May 12  2018
SEA,"Saturday, May 12 (2)",@,DET,W,22-16,May 12  2018
SEA,"Sunday, May 13",@,DET,L-wo,22-17,May 13 2018
SEA,"Monday, May 14",@,MIN,W,23-17,May 14 2018
SEA,"Tuesday, May 15",Home,TEX,W-wo,24-17,May 15 2018
SEA,"Wednesday, May 16",Home,TEX,L,24-18,May 16 2018
SEA,"Thursday, May 17",Home,DET,L,24-19,May 17 2018
SEA,"Friday, May 18",Home,DET,W,25-19,May 18 2018
SEA,"Saturday, May 19",Home,DET,W,26-19,May 19 2018
SEA,"Sunday, May 20",Home,DET,W-wo,27-19,May 20 2018
SEA,"Tuesday, May 22",@,OAK,W,28-19,May 22 2018
SEA,"Wednesday, May 23",@,OAK,W,29-19,May 23 2018
SEA,"Thursday, May 24",@,OAK,L,29-20,May 24 2018
SEA,"Friday, May 25",Home,MIN,W,30-20,May 25 2018
SEA,"Saturday, May 26",Home,MIN,W-wo,31-20,May 26 2018
SEA,"Sunday, May 27",Home,MIN,W,32-20,May 27 2018
SEA,"Monday, May 28",Home,TEX,W,33-20,May 28 2018
SEA,"Tuesday, May 29",Home,TEX,L,33-21,May 29 2018
SEA,"Wednesday, May 30",Home,TEX,L,33-22,May 30 2018
SEA,"Thursday, May 31",Home,TEX,W,34-22,May 31 2018
SEA,"Friday, Jun 1",Home,TBR,W-wo,35-22,Jun 1 2018
SEA,"Saturday, Jun 2",Home,TBR,W,36-22,Jun 2 2018
SEA,"Sunday, Jun 3",Home,TBR,W,37-22,Jun 3 2018
SEA,"Tuesday, Jun 5",@,HOU,W,38-22,Jun 5 2018
SEA,"Wednesday, Jun 6",@,HOU,L,38-23,Jun 6 2018
SEA,"Thursday, Jun 7",@,TBR,W,39-23,Jun 7 2018
SEA,"Friday, Jun 8",@,TBR,W,40-23,Jun 8 2018
SEA,"Saturday, Jun 9",@,TBR,L,40-24,Jun 9 2018
SEA,"Sunday, Jun 10",@,TBR,W,41-24,Jun 10 2018
SEA,"Monday, Jun 11",Home,LAA,W,42-24,Jun 11 2018
SEA,"Tuesday, Jun 12",Home,LAA,W,43-24,Jun 12 2018
SEA,"Wednesday, Jun 13",Home,LAA,W-wo,44-24,Jun 13 2018
SEA,"Thursday, Jun 14",Home,BOS,L,44-25,Jun 14 2018
SEA,"Friday, Jun 15",Home,BOS,W,45-25,Jun 15 2018
SEA,"Saturday, Jun 16",Home,BOS,W,46-25,Jun 16 2018
SEA,"Sunday, Jun 17",Home,BOS,L,46-26,Jun 17 2018
SEA,"Tuesday, Jun 19",@,NYY,L,46-27,Jun 19 2018
SEA,"Wednesday, Jun 20",@,NYY,L-wo,46-28,Jun 20 2018
SEA,"Thursday, Jun 21",@,NYY,L,46-29,Jun 21 2018
SEA,"Friday, Jun 22",@,BOS,L,46-30,Jun 22 2018
SEA,"Saturday, Jun 23",@,BOS,W,47-30,Jun 23 2018
SEA,"Sunday, Jun 24",@,BOS,L,47-31,Jun 24 2018
SEA,"Monday, Jun 25",@,BAL,W,48-31,Jun 25 2018
SEA,"Tuesday, Jun 26",@,BAL,W,49-31,Jun 26 2018
SEA,"Wednesday, Jun 27",@,BAL,W,50-31,Jun 27 2018
SEA,"Thursday, Jun 28",@,BAL,W,51-31,Jun 28 2018
SEA,"Friday, Jun 29",Home,KCR,W,52-31,Jun 29 2018
