Team,Date,Home_Away,Opp,W/L,W-L,Date_Clean
PHI,"Sunday, May 20",@,STL,L,26-18,May 20 2018
PHI,"Monday, May 21",Home,ATL,W,27-18,May 21 2018
PHI,"Tuesday, May 22",Home,ATL,L,27-19,May 22 2018
PHI,"Wednesday, May 23",Home,ATL,W,28-19,May 23 2018
PHI,"Friday, May 25",Home,TOR,L,28-20,May 25 2018
PHI,"Saturday, May 26",Home,TOR,W,29-20,May 26 2018
PHI,"Sunday, May 27",Home,TOR,L,29-21,May 27 2018
PHI,"Monday, May 28",@,LAD,L,29-22,May 28 2018
PHI,"Tuesday, May 29",@,LAD,W,30-22,May 29 2018
PHI,"Wednesday, May 30",@,LAD,L,30-23,May 30 2018
PHI,"Thursday, May 31",@,LAD,W,31-23,May 31 2018
PHI,"Friday, Jun 1",@,SFG,L,31-24,Jun 1 2018
PHI,"Saturday, Jun 2",@,SFG,L,31-25,Jun 2 2018
PHI,"Sunday, Jun 3",@,SFG,L,31-26,Jun 3 2018
PHI,"Tuesday, Jun 5",@,CHC,W,32-26,Jun 5 2018
PHI,"Wednesday, Jun 6",@,CHC,L-wo,32-27,Jun 6 2018
PHI,"Thursday, Jun 7",@,CHC,L,32-28,Jun 7 2018
PHI,"Friday, Jun 8",Home,MIL,L,32-29,Jun 8 2018
PHI,"Saturday, Jun 9",Home,MIL,L,32-30,Jun 9 2018
PHI,"Sunday, Jun 10",Home,MIL,W,33-30,Jun 10 2018
PHI,"Tuesday, Jun 12",Home,COL,W,34-30,Jun 12 2018
PHI,"Wednesday, Jun 13",Home,COL,L,34-31,Jun 13 2018
PHI,"Thursday, Jun 14",Home,COL,W,35-31,Jun 14 2018
PHI,"Friday, Jun 15",@,MIL,L,35-32,Jun 15 2018
PHI,"Saturday, Jun 16",@,MIL,W,36-32,Jun 16 2018
PHI,"Sunday, Jun 17",@,MIL,W,37-32,Jun 17 2018
PHI,"Monday, Jun 18",Home,STL,W-wo,38-32,Jun 18 2018
PHI,"Tuesday, Jun 19",Home,STL,L,38-33,Jun 19 2018
PHI,"Wednesday, Jun 20",Home,STL,W,39-33,Jun 20 2018
PHI,"Friday, Jun 22",@,WSN,W,40-33,Jun 22 2018
PHI,"Saturday, Jun 23",@,WSN,W,41-33,Jun 23 2018
PHI,"Sunday, Jun 24",@,WSN,L,41-34,Jun 24 2018
PHI,"Monday, Jun 25",Home,NYY,L,41-35,Jun 25 2018
PHI,"Tuesday, Jun 26",Home,NYY,L,41-36,Jun 26 2018
PHI,"Wednesday, Jun 27",Home,NYY,W,42-36,Jun 27 2018
PHI,"Thursday, Jun 28",Home,WSN,W,43-36,Jun 28 2018
PHI,"Friday, Jun 29",Home,WSN,L,43-37,Jun 29 2018
PHI,"Saturday, Jun 30",Home,WSN,W,44-37,Jun 30 2018
PHI,"Sunday, Jul 1",Home,WSN,W-wo,45-37,Jul 1 2018
PHI,"Tuesday, Jul 3",Home,BAL,W,46-37,Jul 3 2018
PHI,"Wednesday, Jul 4",Home,BAL,W,47-37,Jul 4 2018
PHI,"Friday, Jul 6",@,PIT,W,48-37,Jul 6 2018
PHI,"Saturday, Jul 7",@,PIT,W,49-37,Jul 7 2018
PHI,"Sunday, Jul 8",@,PIT,L,49-38,Jul 8 2018
PHI,"Monday, Jul 9 (1)",@,NYM,L-wo,49-39,Jul 9  2018
PHI,"Monday, Jul 9 (2)",@,NYM,W,50-39,Jul 9  2018
PHI,"Tuesday, Jul 10",@,NYM,W,51-39,Jul 10 2018
PHI,"Wednesday, Jul 11",@,NYM,L-wo,51-40,Jul 11 2018
PHI,"Thursday, Jul 12",@,BAL,W,52-40,Jul 12 2018
PHI,"Friday, Jul 13",@,MIA,W,53-40,Jul 13 2018
PHI,"Saturday, Jul 14",@,MIA,L,53-41,Jul 14 2018
PHI,"Sunday, Jul 15",@,MIA,L,53-42,Jul 15 2018
PHI,"Friday, Jul 20",Home,SDP,W,54-42,Jul 20 2018
PHI,"Sunday, Jul 22 (1)",Home,SDP,L,54-43,Jul 22  2018
PHI,"Sunday, Jul 22 (2)",Home,SDP,W,55-43,Jul 22  2018
PHI,"Monday, Jul 23",Home,LAD,L,55-44,Jul 23 2018
PHI,"Tuesday, Jul 24",Home,LAD,W-wo,56-44,Jul 24 2018
PHI,"Wednesday, Jul 25",Home,LAD,W,57-44,Jul 25 2018
PHI,"Thursday, Jul 26",@,CIN,W,58-44,Jul 26 2018
PHI,"Friday, Jul 27",@,CIN,L,58-45,Jul 27 2018
PHI,"Saturday, Jul 28",@,CIN,L,58-46,Jul 28 2018
PHI,"Sunday, Jul 29",@,CIN,L,58-47,Jul 29 2018
PHI,"Monday, Jul 30",@,BOS,L-wo,58-48,Jul 30 2018
PHI,"Tuesday, Jul 31",@,BOS,W,59-48,Jul 31 2018
PHI,"Thursday, Aug 2",Home,MIA,W-wo,60-48,Aug 2 2018
PHI,"Friday, Aug 3",Home,MIA,W,61-48,Aug 3 2018
PHI,"Saturday, Aug 4",Home,MIA,W,62-48,Aug 4 2018
PHI,"Sunday, Aug 5",Home,MIA,W,63-48,Aug 5 2018
PHI,"Monday, Aug 6",@,ARI,L-wo,63-49,Aug 6 2018
PHI,"Tuesday, Aug 7",@,ARI,W,64-49,Aug 7 2018
PHI,"Wednesday, Aug 8",@,ARI,L,64-50,Aug 8 2018
PHI,"Friday, Aug 10",@,SDP,L,64-51,Aug 10 2018
PHI,"Saturday, Aug 11",@,SDP,W,65-51,Aug 11 2018
PHI,"Sunday, Aug 12",@,SDP,L,65-52,Aug 12 2018
PHI,"Tuesday, Aug 14",Home,BOS,L,65-53,Aug 14 2018
PHI,"Wednesday, Aug 15",Home,BOS,W,66-53,Aug 15 2018
PHI,"Thursday, Aug 16 (1)",Home,NYM,L,66-54,Aug 16  2018
PHI,"Thursday, Aug 16 (2)",Home,NYM,W,67-54,Aug 16  2018
PHI,"Friday, Aug 17",Home,NYM,W,68-54,Aug 17 2018
PHI,"Saturday, Aug 18",Home,NYM,L,68-55,Aug 18 2018
PHI,"Sunday, Aug 19",Home,NYM,L,68-56,Aug 19 2018
PHI,"Tuesday, Aug 21",@,WSN,L,68-57,Aug 21 2018
PHI,"Wednesday, Aug 22",@,WSN,L-wo,68-58,Aug 22 2018
PHI,"Thursday, Aug 23",@,WSN,W,69-58,Aug 23 2018
PHI,"Friday, Aug 24",@,TOR,L,69-59,Aug 24 2018
PHI,"Saturday, Aug 25",@,TOR,L,69-60,Aug 25 2018
PHI,"Sunday, Aug 26",@,TOR,W,70-60,Aug 26 2018
PHI,"Monday, Aug 27",Home,WSN,L,70-61,Aug 27 2018
PHI,"Tuesday, Aug 28",Home,WSN,L,70-62,Aug 28 2018
PHI,"Wednesday, Aug 29",Home,WSN,W,71-62,Aug 29 2018
PHI,"Friday, Aug 31",Home,CHC,W-wo,72-62,Aug 31 2018
PHI,"Saturday, Sep 1",Home,CHC,L,72-63,Sep 1 2018
PHI,"Sunday, Sep 2",Home,CHC,L,72-64,Sep 2 2018
PHI,"Monday, Sep 3",@,MIA,L,72-65,Sep 3 2018
PHI,"Tuesday, Sep 4",@,MIA,W,73-65,Sep 4 2018
PHI,"Wednesday, Sep 5",@,MIA,L,73-66,Sep 5 2018
PHI,"Friday, Sep 7",@,NYM,W,74-66,Sep 7 2018
PHI,"Saturday, Sep 8",@,NYM,L,74-67,Sep 8 2018
PHI,"Sunday, Sep 9",@,NYM,L,74-68,Sep 9 2018
PHI,"Tuesday, Sep 11 (1)",Home,WSN,L,74-69,Sep 11  2018
PHI,"Tuesday, Sep 11 (2)",Home,WSN,L,74-70,Sep 11  2018
PHI,"Wednesday, Sep 12",Home,WSN,L,74-71,Sep 12 2018
PHI,"Friday, Sep 14",Home,MIA,W,75-71,Sep 14 2018
PHI,"Saturday, Sep 15",Home,MIA,W,76-71,Sep 15 2018
PHI,"Sunday, Sep 16",Home,MIA,L,76-72,Sep 16 2018
PHI,"Monday, Sep 17",Home,NYM,L,76-73,Sep 17 2018
PHI,"Tuesday, Sep 18",Home,NYM,W,77-73,Sep 18 2018
PHI,"Wednesday, Sep 19",Home,NYM,W,78-73,Sep 19 2018
PHI,"Thursday, Sep 20",@,ATL,L,78-74,Sep 20 2018
PHI,"Friday, Sep 21",@,ATL,L,78-75,Sep 21 2018
PHI,"Saturday, Sep 22",@,ATL,L,78-76,Sep 22 2018
PHI,"Sunday, Sep 23",@,ATL,L,78-77,Sep 23 2018
PHI,"Monday, Sep 24",@,COL,L,78-78,Sep 24 2018
PHI,"Tuesday, Sep 25",@,COL,L,78-79,Sep 25 2018
PHI,"Wednesday, Sep 26",@,COL,L,78-80,Sep 26 2018
PHI,"Thursday, Sep 27",@,COL,L,78-81,Sep 27 2018
PHI,"Friday, Sep 28",Home,ATL,L,78-82,Sep 28 2018
PHI,"Saturday, Sep 29",Home,ATL,W,79-82,Sep 29 2018
PIT,"Friday, Mar 30",@,DET,W,1-0,Mar 30 2018
PIT,"Sunday, Apr 1 (1)",@,DET,W,2-0,Apr 1  2018
PIT,"Sunday, Apr 1 (2)",@,DET,W,3-0,Apr 1  2018
PIT,"Monday, Apr 2",Home,MIN,W,4-0,Apr 2 2018
PIT,"Wednesday, Apr 4",Home,MIN,L,4-1,Apr 4 2018
PIT,"Thursday, Apr 5",Home,CIN,W,5-1,Apr 5 2018
PIT,"Friday, Apr 6",Home,CIN,W,6-1,Apr 6 2018
PIT,"Saturday, Apr 7",Home,CIN,L,6-2,Apr 7 2018
PIT,"Sunday, Apr 8",Home,CIN,W,7-2,Apr 8 2018
PIT,"Tuesday, Apr 10",@,CHC,W,8-2,Apr 10 2018
PIT,"Wednesday, Apr 11",@,CHC,L,8-3,Apr 11 2018
PIT,"Thursday, Apr 12",@,CHC,W,9-3,Apr 12 2018
PIT,"Friday, Apr 13",@,MIA,L,9-4,Apr 13 2018
PIT,"Saturday, Apr 14",@,MIA,W,10-4,Apr 14 2018
PIT,"Sunday, Apr 15",@,MIA,W,11-4,Apr 15 2018
PIT,"Monday, Apr 16",Home,COL,L,11-5,Apr 16 2018
PIT,"Tuesday, Apr 17",Home,COL,L,11-6,Apr 17 2018
PIT,"Wednesday, Apr 18",Home,COL,W,12-6,Apr 18 2018
PIT,"Thursday, Apr 19",@,PHI,L,12-7,Apr 19 2018
PIT,"Friday, Apr 20",@,PHI,L,12-8,Apr 20 2018
PIT,"Saturday, Apr 21",@,PHI,L,12-9,Apr 21 2018
PIT,"Sunday, Apr 22",@,PHI,L-wo,12-10,Apr 22 2018
PIT,"Wednesday, Apr 25 (1)",Home,DET,L,12-11,Apr 25  2018
PIT,"Wednesday, Apr 25 (2)",Home,DET,W,13-11,Apr 25  2018
PIT,"Thursday, Apr 26",Home,DET,W-wo,14-11,Apr 26 2018
PIT,"Friday, Apr 27",Home,STL,W-wo,15-11,Apr 27 2018
PIT,"Saturday, Apr 28",Home,STL,W,16-11,Apr 28 2018
PIT,"Sunday, Apr 29",Home,STL,W,17-11,Apr 29 2018
PIT,"Monday, Apr 30",@,WSN,L,17-12,Apr 30 2018
PIT,"Tuesday, May 1",@,WSN,L,17-13,May 1 2018
PIT,"Wednesday, May 2",@,WSN,L,17-14,May 2 2018
PIT,"Thursday, May 3",@,WSN,L,17-15,May 3 2018
PIT,"Friday, May 4",@,MIL,W,18-15,May 4 2018
PIT,"Saturday, May 5",@,MIL,L,18-16,May 5 2018
PIT,"Sunday, May 6",@,MIL,W,19-16,May 6 2018
PIT,"Tuesday, May 8",@,CHW,W,20-16,May 8 2018
PIT,"Wednesday, May 9",@,CHW,W,21-16,May 9 2018
PIT,"Friday, May 11",Home,SFG,W,22-16,May 11 2018
PIT,"Saturday, May 12",Home,SFG,W,23-16,May 12 2018
PIT,"Sunday, May 13",Home,SFG,L,23-17,May 13 2018
PIT,"Tuesday, May 15",Home,CHW,W,24-17,May 15 2018
PIT,"Wednesday, May 16",Home,CHW,W,25-17,May 16 2018
PIT,"Thursday, May 17",Home,SDP,W,26-17,May 17 2018
PIT,"Friday, May 18",Home,SDP,L,26-18,May 18 2018
PIT,"Saturday, May 19",Home,SDP,L,26-19,May 19 2018
PIT,"Sunday, May 20",Home,SDP,L,26-20,May 20 2018
PIT,"Tuesday, May 22",@,CIN,L,26-21,May 22 2018
PIT,"Wednesday, May 23",@,CIN,W,27-21,May 23 2018
PIT,"Thursday, May 24",@,CIN,L,27-22,May 24 2018
PIT,"Friday, May 25",Home,STL,W,28-22,May 25 2018
PIT,"Saturday, May 26",Home,STL,L,28-23,May 26 2018
PIT,"Sunday, May 27",Home,STL,L,28-24,May 27 2018
PIT,"Monday, May 28",Home,CHC,L,28-25,May 28 2018
PIT,"Tuesday, May 29",Home,CHC,L,28-26,May 29 2018
PIT,"Wednesday, May 30",Home,CHC,W,29-26,May 30 2018
PIT,"Thursday, May 31",@,STL,L-wo,29-27,May 31 2018
PIT,"Friday, Jun 1",@,STL,W,30-27,Jun 1 2018
PIT,"Saturday, Jun 2",@,STL,L-wo,30-28,Jun 2 2018
PIT,"Sunday, Jun 3",@,STL,L,30-29,Jun 3 2018
PIT,"Tuesday, Jun 5",Home,LAD,L,30-30,Jun 5 2018
PIT,"Wednesday, Jun 6",Home,LAD,W,31-30,Jun 6 2018
PIT,"Thursday, Jun 7",Home,LAD,L,31-31,Jun 7 2018
PIT,"Friday, Jun 8",@,CHC,L,31-32,Jun 8 2018
PIT,"Saturday, Jun 9",@,CHC,L,31-33,Jun 9 2018
PIT,"Sunday, Jun 10",@,CHC,W,32-33,Jun 10 2018
PIT,"Monday, Jun 11",@,ARI,L,32-34,Jun 11 2018
PIT,"Tuesday, Jun 12",@,ARI,L,32-35,Jun 12 2018
PIT,"Wednesday, Jun 13",@,ARI,W,33-35,Jun 13 2018
PIT,"Friday, Jun 15",Home,CIN,W,34-35,Jun 15 2018
PIT,"Saturday, Jun 16",Home,CIN,W,35-35,Jun 16 2018
PIT,"Sunday, Jun 17",Home,CIN,L,35-36,Jun 17 2018
PIT,"Monday, Jun 18",Home,MIL,W,36-36,Jun 18 2018
PIT,"Tuesday, Jun 19",Home,MIL,L,36-37,Jun 19 2018
PIT,"Thursday, Jun 21",Home,ARI,L,36-38,Jun 21 2018
PIT,"Friday, Jun 22",Home,ARI,L,36-39,Jun 22 2018
PIT,"Saturday, Jun 23",Home,ARI,L,36-40,Jun 23 2018
PIT,"Sunday, Jun 24",Home,ARI,L,36-41,Jun 24 2018
PIT,"Monday, Jun 25",@,NYM,W,37-41,Jun 25 2018
PIT,"Tuesday, Jun 26",@,NYM,L-wo,37-42,Jun 26 2018
PIT,"Wednesday, Jun 27",@,NYM,W,38-42,Jun 27 2018
PIT,"Friday, Jun 29",@,SDP,W,39-42,Jun 29 2018
PIT,"Saturday, Jun 30",@,SDP,L,39-43,Jun 30 2018
PIT,"Sunday, Jul 1",@,SDP,W,40-43,Jul 1 2018
PIT,"Monday, Jul 2",@,LAD,L,40-44,Jul 2 2018
PIT,"Tuesday, Jul 3",@,LAD,L,40-45,Jul 3 2018
PIT,"Wednesday, Jul 4",@,LAD,L,40-46,Jul 4 2018
PIT,"Friday, Jul 6",Home,PHI,L,40-47,Jul 6 2018
PIT,"Saturday, Jul 7",Home,PHI,L,40-48,Jul 7 2018
PIT,"Sunday, Jul 8",Home,PHI,W,41-48,Jul 8 2018
PIT,"Monday, Jul 9",Home,WSN,W,42-48,Jul 9 2018
PIT,"Tuesday, Jul 10",Home,WSN,L,42-49,Jul 10 2018
PIT,"Wednesday, Jul 11",Home,WSN,W,43-49,Jul 11 2018
PIT,"Thursday, Jul 12",Home,MIL,W,44-49,Jul 12 2018
PIT,"Friday, Jul 13",Home,MIL,W,45-49,Jul 13 2018
PIT,"Saturday, Jul 14 (1)",Home,MIL,W,46-49,Jul 14  2018
PIT,"Saturday, Jul 14 (2)",Home,MIL,W,47-49,Jul 14  2018
PIT,"Sunday, Jul 15",Home,MIL,W-wo,48-49,Jul 15 2018
PIT,"Friday, Jul 20",@,CIN,W,49-49,Jul 20 2018
PIT,"Saturday, Jul 21",@,CIN,W,50-49,Jul 21 2018
PIT,"Sunday, Jul 22",@,CIN,W,51-49,Jul 22 2018
PIT,"Monday, Jul 23",@,CLE,W,52-49,Jul 23 2018
PIT,"Tuesday, Jul 24",@,CLE,W,53-49,Jul 24 2018
PIT,"Wednesday, Jul 25",@,CLE,L,53-50,Jul 25 2018
PIT,"Thursday, Jul 26",Home,NYM,L,53-51,Jul 26 2018
PIT,"Friday, Jul 27",Home,NYM,W-wo,54-51,Jul 27 2018
PIT,"Saturday, Jul 28",Home,NYM,W,55-51,Jul 28 2018
PIT,"Sunday, Jul 29",Home,NYM,L,55-52,Jul 29 2018
PIT,"Tuesday, Jul 31",Home,CHC,W,56-52,Jul 31 2018
PIT,"Wednesday, Aug 1",Home,CHC,L,56-53,Aug 1 2018
PIT,"Friday, Aug 3",Home,STL,W,57-53,Aug 3 2018
PIT,"Saturday, Aug 4",Home,STL,L,57-54,Aug 4 2018
PIT,"Sunday, Aug 5",Home,STL,L,57-55,Aug 5 2018
PIT,"Monday, Aug 6",@,COL,L,57-56,Aug 6 2018
PIT,"Tuesday, Aug 7",@,COL,W,58-56,Aug 7 2018
PIT,"Wednesday, Aug 8",@,COL,W,59-56,Aug 8 2018
PIT,"Thursday, Aug 9",@,SFG,W,60-56,Aug 9 2018
PIT,"Friday, Aug 10",@,SFG,L,60-57,Aug 10 2018
PIT,"Saturday, Aug 11",@,SFG,W,61-57,Aug 11 2018
PIT,"Sunday, Aug 12",@,SFG,L,61-58,Aug 12 2018
PIT,"Tuesday, Aug 14",@,MIN,L,61-59,Aug 14 2018
PIT,"Wednesday, Aug 15",@,MIN,L,61-60,Aug 15 2018
PIT,"Thursday, Aug 16",Home,CHC,L,61-61,Aug 16 2018
PIT,"Friday, Aug 17",Home,CHC,L,61-62,Aug 17 2018
PIT,"Saturday, Aug 18",Home,CHC,W,62-62,Aug 18 2018
PIT,"Sunday, Aug 19",Home,CHC,W-wo,63-62,Aug 19 2018
PIT,"Monday, Aug 20",Home,ATL,L,63-63,Aug 20 2018
PIT,"Tuesday, Aug 21",Home,ATL,L,63-64,Aug 21 2018
PIT,"Wednesday, Aug 22",Home,ATL,L,63-65,Aug 22 2018
PIT,"Friday, Aug 24",@,MIL,L-wo,63-66,Aug 24 2018
PIT,"Saturday, Aug 25",@,MIL,W,64-66,Aug 25 2018
PIT,"Sunday, Aug 26",@,MIL,L,64-67,Aug 26 2018
PIT,"Tuesday, Aug 28",@,STL,L,64-68,Aug 28 2018
PIT,"Wednesday, Aug 29",@,STL,W,65-68,Aug 29 2018
PIT,"Thursday, Aug 30",@,STL,L,65-69,Aug 30 2018
PIT,"Friday, Aug 31",@,ATL,W,66-69,Aug 31 2018
PIT,"Saturday, Sep 1",@,ATL,L,66-70,Sep 1 2018
PIT,"Sunday, Sep 2",@,ATL,L,66-71,Sep 2 2018
PIT,"Monday, Sep 3",Home,CIN,W,67-71,Sep 3 2018
PIT,"Tuesday, Sep 4",Home,CIN,W,68-71,Sep 4 2018
PIT,"Wednesday, Sep 5",Home,CIN,W,69-71,Sep 5 2018
PIT,"Friday, Sep 7",Home,MIA,W,70-71,Sep 7 2018
PIT,"Saturday, Sep 8",Home,MIA,W,71-71,Sep 8 2018
PIT,"Monday, Sep 10",@,STL,L,71-72,Sep 10 2018
PIT,"Tuesday, Sep 11",@,STL,L,71-73,Sep 11 2018
PIT,"Wednesday, Sep 12",@,STL,W,72-73,Sep 12 2018
PIT,"Friday, Sep 14",@,MIL,L,72-74,Sep 14 2018
PIT,"Saturday, Sep 15",@,MIL,W,73-74,Sep 15 2018
PIT,"Sunday, Sep 16",@,MIL,W,74-74,Sep 16 2018
PIT,"Monday, Sep 17",Home,KCR,W-wo,75-74,Sep 17 2018
PIT,"Tuesday, Sep 18",Home,KCR,W-wo,76-74,Sep 18 2018
PIT,"Wednesday, Sep 19",Home,KCR,W,77-74,Sep 19 2018
PIT,"Friday, Sep 21",Home,MIL,L,77-75,Sep 21 2018
PIT,"Saturday, Sep 22",Home,MIL,W,78-75,Sep 22 2018
PIT,"Sunday, Sep 23",Home,MIL,L,78-76,Sep 23 2018
PIT,"Monday, Sep 24",@,CHC,W,79-76,Sep 24 2018
PIT,"Tuesday, Sep 25",@,CHC,W,80-76,Sep 25 2018
PIT,"Wednesday, Sep 26",@,CHC,L-wo,80-77,Sep 26 2018
PIT,"Thursday, Sep 27",@,CHC,L,80-78,Sep 27 2018
PIT,"Friday, Sep 28",@,CIN,W,81-78,Sep 28 2018
PIT,"Saturday, Sep 29",@,CIN,L,81-79,Sep 29 2018
SDP,"Thursday, Mar 29",Home,MIL,L,0-1,Mar 29 2018
SDP,"Friday, Mar 30",Home,MIL,L,0-2,Mar 30 2018
SDP,"Saturday, Mar 31",Home,MIL,L,0-3,Mar 31 2018
SDP,"Monday, Apr 2",Home,COL,L,0-4,Apr 2 2018
SDP,"Tuesday, Apr 3",Home,COL,W,1-4,Apr 3 2018
SDP,"Wednesday, Apr 4",Home,COL,L,1-5,Apr 4 2018
SDP,"Thursday, Apr 5",Home,COL,L,1-6,Apr 5 2018
SDP,"Friday, Apr 6",@,HOU,W,2-6,Apr 6 2018
SDP,"Saturday, Apr 7",@,HOU,L-wo,2-7,Apr 7 2018
SDP,"Sunday, Apr 8",@,HOU,L,2-8,Apr 8 2018
SDP,"Monday, Apr 9",@,COL,W,3-8,Apr 9 2018
SDP,"Tuesday, Apr 10",@,COL,W,4-8,Apr 10 2018
SDP,"Wednesday, Apr 11",@,COL,L,4-9,Apr 11 2018
SDP,"Thursday, Apr 12",Home,SFG,L,4-10,Apr 12 2018
SDP,"Friday, Apr 13",Home,SFG,W,5-10,Apr 13 2018
SDP,"Saturday, Apr 14",Home,SFG,W,6-10,Apr 14 2018
SDP,"Sunday, Apr 15",Home,SFG,W,7-10,Apr 15 2018
SDP,"Monday, Apr 16",Home,LAD,L,7-11,Apr 16 2018
SDP,"Tuesday, Apr 17",Home,LAD,L,7-12,Apr 17 2018
SDP,"Wednesday, Apr 18",Home,LAD,L,7-13,Apr 18 2018
SDP,"Friday, Apr 20",@,ARI,W,8-13,Apr 20 2018
SDP,"Saturday, Apr 21",@,ARI,L,8-14,Apr 21 2018
SDP,"Sunday, Apr 22",@,ARI,L,8-15,Apr 22 2018
SDP,"Monday, Apr 23",@,COL,W,9-15,Apr 23 2018
SDP,"Tuesday, Apr 24",@,COL,L,9-16,Apr 24 2018
SDP,"Wednesday, Apr 25",@,COL,L,9-17,Apr 25 2018
SDP,"Friday, Apr 27",Home,NYM,L,9-18,Apr 27 2018
SDP,"Saturday, Apr 28",Home,NYM,W,10-18,Apr 28 2018
SDP,"Sunday, Apr 29",Home,NYM,L,10-19,Apr 29 2018
SDP,"Monday, Apr 30",@,SFG,L-wo,10-20,Apr 30 2018
SDP,"Tuesday, May 1",@,SFG,W,11-20,May 1 2018
SDP,"Wednesday, May 2",@,SFG,L,11-21,May 2 2018
SDP,"Friday, May 4",Home,LAD,L,11-22,May 4 2018
SDP,"Saturday, May 5",Home,LAD,W,12-22,May 5 2018
SDP,"Sunday, May 6",Home,LAD,W,13-22,May 6 2018
SDP,"Monday, May 7",Home,WSN,L,13-23,May 7 2018
SDP,"Tuesday, May 8",Home,WSN,L,13-24,May 8 2018
SDP,"Wednesday, May 9",Home,WSN,W,14-24,May 9 2018
SDP,"Thursday, May 10",Home,STL,L,14-25,May 10 2018
SDP,"Friday, May 11",Home,STL,L,14-26,May 11 2018
SDP,"Saturday, May 12",Home,STL,W-wo,15-26,May 12 2018
SDP,"Sunday, May 13",Home,STL,W,16-26,May 13 2018
SDP,"Monday, May 14",Home,COL,L,16-27,May 14 2018
SDP,"Tuesday, May 15",Home,COL,W,17-27,May 15 2018
SDP,"Thursday, May 17",@,PIT,L,17-28,May 17 2018
SDP,"Friday, May 18",@,PIT,W,18-28,May 18 2018
SDP,"Saturday, May 19",@,PIT,W,19-28,May 19 2018
SDP,"Sunday, May 20",@,PIT,W,20-28,May 20 2018
SDP,"Monday, May 21",@,WSN,L,20-29,May 21 2018
SDP,"Tuesday, May 22",@,WSN,L-wo,20-30,May 22 2018
SDP,"Wednesday, May 23",@,WSN,W,21-30,May 23 2018
SDP,"Friday, May 25",@,LAD,L,21-31,May 25 2018
SDP,"Saturday, May 26",@,LAD,W,22-31,May 26 2018
SDP,"Sunday, May 27",@,LAD,L,22-32,May 27 2018
SDP,"Monday, May 28",Home,MIA,L,22-33,May 28 2018
SDP,"Tuesday, May 29",Home,MIA,W,23-33,May 29 2018
SDP,"Wednesday, May 30",Home,MIA,W-wo,24-33,May 30 2018
SDP,"Thursday, May 31",Home,MIA,W,25-33,May 31 2018
SDP,"Friday, Jun 1",Home,CIN,L,25-34,Jun 1 2018
SDP,"Saturday, Jun 2",Home,CIN,W,26-34,Jun 2 2018
SDP,"Sunday, Jun 3",Home,CIN,W,27-34,Jun 3 2018
SDP,"Monday, Jun 4",Home,ATL,W,28-34,Jun 4 2018
SDP,"Tuesday, Jun 5",Home,ATL,L,28-35,Jun 5 2018
SDP,"Wednesday, Jun 6",Home,ATL,W,29-35,Jun 6 2018
SDP,"Friday, Jun 8",@,MIA,L,29-36,Jun 8 2018
SDP,"Saturday, Jun 9",@,MIA,W,30-36,Jun 9 2018
SDP,"Sunday, Jun 10",@,MIA,W,31-36,Jun 10 2018
SDP,"Monday, Jun 11",@,STL,L,31-37,Jun 11 2018
SDP,"Tuesday, Jun 12",@,STL,W,32-37,Jun 12 2018
SDP,"Wednesday, Jun 13",@,STL,W,33-37,Jun 13 2018
SDP,"Thursday, Jun 14",@,ATL,L,33-38,Jun 14 2018
SDP,"Friday, Jun 15",@,ATL,W,34-38,Jun 15 2018
SDP,"Saturday, Jun 16",@,ATL,L,34-39,Jun 16 2018
SDP,"Sunday, Jun 17",@,ATL,L,34-40,Jun 17 2018
SDP,"Tuesday, Jun 19",Home,OAK,L,34-41,Jun 19 2018
SDP,"Wednesday, Jun 20",Home,OAK,L,34-42,Jun 20 2018
SDP,"Thursday, Jun 21",@,SFG,L,34-43,Jun 21 2018
SDP,"Friday, Jun 22",@,SFG,W,35-43,Jun 22 2018
SDP,"Saturday, Jun 23",@,SFG,L,35-44,Jun 23 2018
SDP,"Sunday, Jun 24",@,SFG,L-wo,35-45,Jun 24 2018
SDP,"Monday, Jun 25",@,TEX,L,35-46,Jun 25 2018
SDP,"Tuesday, Jun 26",@,TEX,W,36-46,Jun 26 2018
SDP,"Wednesday, Jun 27",@,TEX,L,36-47,Jun 27 2018
SDP,"Friday, Jun 29",Home,PIT,L,36-48,Jun 29 2018
SDP,"Saturday, Jun 30",Home,PIT,W,37-48,Jun 30 2018
SDP,"Sunday, Jul 1",Home,PIT,L,37-49,Jul 1 2018
SDP,"Tuesday, Jul 3",@,OAK,L,37-50,Jul 3 2018
SDP,"Wednesday, Jul 4",@,OAK,L,37-51,Jul 4 2018
SDP,"Thursday, Jul 5",@,ARI,W,38-51,Jul 5 2018
SDP,"Friday, Jul 6",@,ARI,L,38-52,Jul 6 2018
SDP,"Saturday, Jul 7",@,ARI,L,38-53,Jul 7 2018
SDP,"Sunday, Jul 8",@,ARI,W,39-53,Jul 8 2018
SDP,"Monday, Jul 9",Home,LAD,L,39-54,Jul 9 2018
SDP,"Tuesday, Jul 10",Home,LAD,W,40-54,Jul 10 2018
SDP,"Wednesday, Jul 11",Home,LAD,L,40-55,Jul 11 2018
SDP,"Thursday, Jul 12",Home,LAD,L,40-56,Jul 12 2018
SDP,"Friday, Jul 13",Home,CHC,L,40-57,Jul 13 2018
SDP,"Saturday, Jul 14",Home,CHC,L,40-58,Jul 14 2018
SDP,"Sunday, Jul 15",Home,CHC,L,40-59,Jul 15 2018
